description	price	prime	url	stars	num_reviews
KtbeYTi Supporto per Scheda Grafica in Alluminio Supporto in Alluminio per Scheda Video Nero Supporto GPU Altezza Regolabile per 73-120 mm di Altezza, per Tenere la Scheda Grafica in Posizione	7,99	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyMDQ0NDk1Mzk5MzgxNjcyOjE2OTkxMDY2NjI6c3BfYnRmOjIwMTA2MzQ1MTM1MDk4OjowOjo&url=%2FKtbeYTi-Alluminio-GPU-Regolabile-Posizione%2Fdp%2FB0BN3QHWBX%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dgpu%26qid%3D1699106662%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	4,2	28
PCIE Riser Card 8 condensatori, GPU Extender Riser Card per Bitcoin Litecoin ETH Ethereum Mining, con cavo di prolunga USB 3.0 da 60 cm e cavo di alimentazione SATA 6PIN (V009s-PLUS, 2 pezzi)	18,99	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyMDQ0NDk1Mzk5MzgxNjcyOjE2OTkxMDY2NjI6c3BfYnRmOjIwMDMwMjAxNTE3MTk4OjowOjo&url=%2Fcondensatori-Extender-Litecoin-alimentazione-V009s-PLUS%2Fdp%2FB09M38G7Z5%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dgpu%26qid%3D1699106662%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	4,3	119
Asus Dual GeForce RTX 2060 EVO OC Edition Scheda Grafica, 12GB GDDR6, PCIe 3.0, HDMI, DisplayPort, DVI, Due Ventole Axial-Tech, Tecnologia 0dB, Auto Extreme, PSU Consigliata 500W, GPU Tweak II, Nero	351,93	False	https://www.amazon.it/ASUS-DisplayPort-Axial-Tech-Tecnologia-Consigliata/dp/B09N9C9F1S/ref=sr_1_53?keywords=gpu&qid=1699106764&sr=8-53	4,6	418
Scheda Video MAXSUN AMD Radeon RX 550 Scheda Grafica 4GB GDDR5 ITX per computer PC, Gaming, Video, GPU 128-bit DirectX 12 PCI Express X16 3.0 DVI-D Dual Link, HDMI, DisplayPort	119,99	True	https://www.amazon.it/MAXSUN-RX-550-Computer-DisplayPort/dp/B08VHWFWSD/ref=sr_1_54?keywords=gpu&qid=1699106764&sr=8-54	4,2	1.080
EZDIY-FAB Cavo con Manicotto PCIE 6+2 Pin,Cavi con Manicotto GPU,Prolunga per Alimentazione Elettrica-Nero	8,99	False	https://www.amazon.it/EZDIY-FAB-Manicotto-Prolunga-Alimentazione-Elettrica-Nero/dp/B08KT5QXF6/ref=sr_1_55?keywords=gpu&qid=1699106764&sr=8-55	4,4	58
ASUS TUF Gaming NVIDIA GeForice RTX 3070 V2 OC Edition Scheda Grafica, 8GB GDDR6, PCIe 4.0, HDMI 2.1, DisplayPort 1.4a, GPU Tweak II, Componenti di Livello Militare, LHR		False	https://www.amazon.it/ASUS-GeForice-DisplayPort-Consigliata-Componenti/dp/B097TCX8QL/ref=sr_1_56?keywords=gpu&qid=1699106764&sr=8-56	4,7	168
ASUS NVIDIA GeForce GT 710 Scheda grafica PCIe 2.0, Memoria DDR3 2 GB, Raffreddamento Passivo, Auto-Extreme, GPU Tweak III, Grigio	51,90	False	https://www.amazon.it/ASUS-grafica-GeForce-profilo-silenzioso/dp/B0B7XRYLVT/ref=sr_1_57?keywords=gpu&qid=1699106764&sr=8-57	4,3	405
ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti OC Edition Scheda Grafica, 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0, GPU NVIDIA Ampere, TUF-RTX4070TI-O12G-GAMING	983,50	False	https://www.amazon.it/ASUS-GeForce-Grafica-192-bit-TUF-RTX4070TI-O12G-GAMING/dp/B0BNW6598Y/ref=sr_1_58?keywords=gpu&qid=1699106764&sr=8-58	4,5	113
ASUS TUF Gaming NVIDIA GeForce GTX 1650 V2 OC Edition Scheda Video Gaming GDDR6 4GB, PCIe 3.0, HDMI, DisplayPort, Design Compatto, GPU Tweak III, Nero	189,96	True	https://www.amazon.it/ASUS-Gaming-GeForce-DisplayPort-Compatto/dp/B0BPYXD75L/ref=sr_1_59?keywords=gpu&qid=1699106764&sr=8-59	4,5	468
LINKUP - AVA 50cm PCI-e 8 (6+2) pin GPU Cavo di Prolunga per PC Personalizzato con Guaina Intrecciata per Alimentatore PSU con Pettini┃Design Robusto e Rigido┃Confezione Singola┃500mm - Bianca	13,95	False	https://www.amazon.it/LINKUP-PCI-Alimentatore-Personalizzato-Pettine%E2%94%83Confezione/dp/B08CFTJQNB/ref=sr_1_60?keywords=gpu&qid=1699106764&sr=8-60	4,6	23
ASUS NVIDIA GeForce RTX 4080 Noctua OC Edition Scheda Grafica, 16 GB GDDR6X 256-bit 22,4 Gbps PCIE 4.0, GPU Tweak III, RTX4080-O16G-NOCTUA	1.739,99	False	https://www.amazon.it/ASUS-GeForce-Grafica-256-bit-RTX4080-O16G-NOCTUA/dp/B0BZ1QHDHZ/ref=sr_1_61?keywords=gpu&qid=1699106764&sr=8-61	4,5	5
Vaizdo plokštÄ— Grafikos plokštÄ—|PALIT|NVIDIA GeForce RTX 4080|16 GB|GDDR6X|256 bit|PCIE 4.0 16x|GPU 2205 MHz|1xHDMI|3xDisplayPort|NED4080S19T2-1030G	1.439,51	True	https://www.amazon.it/plok%C5%A1t%C3%84-Grafikos-GeForce-3xDisplayPort-NED4080S19T2-1030G/dp/B0BJZXQZ9J/ref=sr_1_62?keywords=gpu&qid=1699106764&sr=8-62	4,6	24
ASUS TUF Gaming NVIDIA GeForce RTX 4060 Ti OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 18 Gbps PCIE 4.0, GPU Tweak III, TUF-RTX4060TI-O8G-GAMING	512,15	False	https://www.amazon.it/VGA-Asus-RTX4060TI-8GB-TUF/dp/B0BRYY1JX8/ref=sr_1_63?keywords=gpu&qid=1699106764&sr=8-63	5,0	12
Uyubao NVIDIA GeForce RTX 3090 Supporto Scheda Video, Supporto Scheda Grafica GPU, Supporto GPU, Alluminio aerospaziale anodizzato, L(70mm-120mm)	8,90	False	https://www.amazon.it/Uyubao-Alluminio-aerospaziale-anodizzato-70mm-120mm/dp/B0BHZGT2FY/ref=sr_1_64?keywords=gpu&qid=1699106764&sr=8-64	4,6	394
MSI MPG A850G PCIE5, Alimentatore 850W, certificato 80 Plus Gold, ATX 3.0 100% modulare, supporto GPU PCIe 5.0, 105°C condensatori giapponesi, 0% RPM Mode, cavi piatti - 10 anni di garanzia	139,10	True	https://www.amazon.it/MSI-Alimentatore-certificato-condensatori-giapponesi/dp/B0B4345YV7/ref=sr_1_65?keywords=gpu&qid=1699106764&sr=8-65	4,8	1.635
ASUS TUF Gaming NVIDIA GeForce RTX 3070 Ti OC Edition V2 Scheda Grafica Gaming, OpenGL 4.6, 8 GB GDDR6, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak III, Nero	549,58	False	https://www.amazon.it/ASUS-Gaming-GeForce-Grafica-DisplayPort/dp/B0BNNG8H6B/ref=sr_1_66?keywords=gpu&qid=1699106764&sr=8-66	4,4	66
ASUS Dual NVIDIA GeForce RTX 3050 OC Edition Scheda Grafica, 8GB GDDR6, PCIe 4.0, HDMI 2.1, DisplayPort 1.4a, Due Ventole Axial-Tech, PSU Consigliata 550W, GPU Tweak II, Tecnologia 0dB, LHR	317,20	False	https://www.amazon.it/GeForce-DisplayPort-Axial-Tech-Consigliata-Tecnologia/dp/B09QMG6FZX/ref=sr_1_67?keywords=gpu&qid=1699106764&sr=8-67	4,4	524
ASUS Dual Nvidia GeForce RTX 2060 6GB EVO Gaming Scheda Grafica, 6GB GDDR6 192-bit PCIE 4.0, GPU NVIDIA Ampere	307,00	True	https://www.amazon.it/ASUS-Nvidia-GeForce-Grafica-192-bit/dp/B07V32M9SQ/ref=sr_1_68?keywords=gpu&qid=1699106764&sr=8-68	4,6	306
ASUS ProArt NVIDIA GeForce RTX 4080 OC Edition Scheda Grafica, 16 GB GDDR6X 256-bit 22,4 Gbps PCIE 4.0, GPU Tweak III, PROART-RTX4080-O16G	1.425,74	False	https://www.amazon.it/ASUS-GeForce-Grafica-256-bit-PROART-RTX4080-O16G/dp/B0C478WQF5/ref=sr_1_69?keywords=gpu&qid=1699106764&sr=8-69	5,0	3
SAPLOS GTX 1050 Ti Scheda Video, 4GB, 128 Bit, GDDR5, DisplayPort HDMI DVI, Schede Grafiche, Computer GPU, Video Cards for PC Gaming, PCI Express x16 3.0, DirectX 12, Support 8K Displays	189,99	True	https://www.amazon.it/SAPLOS-GTX-1050-Ti-DisplayPort/dp/B09Q8YPJ2V/ref=sr_1_70?keywords=gpu&qid=1699106764&sr=8-70	4,8	8
PNY NVIDIA Quadro RTX 4000 - La prima GPU Ray Tracing al mondo	1.200,00	False	https://www.amazon.it/PNY-QUADRO-4000-Scheda-Grafica/dp/B07P6CDHS5/ref=sr_1_71?keywords=gpu&qid=1699106764&sr=8-71	4,5	182
EZDIY-FAB RGB Scheda Grafica, GPU Colorato Supporto Scheda Video, Sag Titolare Staffa 5V a 3 Pin	19,99	False	https://www.amazon.it/EZDIY-FAB-Grafica-Colorato-Supporto-Titolare/dp/B07X8P71WQ/ref=sr_1_72?keywords=gpu&qid=1699106764&sr=8-72	4,3	1.233
ASUS DUAL NVIDIA GeForce RTX 3060 OC Edition Scheda Grafica Gaming, OpenGL 4.6, 8 GB GDDR6, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak II, Bianco	346,68	True	https://www.amazon.it/ASUS-NVIDIA-GeForce-Grafica-DisplayPort/dp/B0BLFDWGKH/ref=sr_1_73?keywords=gpu&qid=1699106764&sr=8-73	4,6	28
NVIDIA Tesla P100 - Acceleratore GPU passivo 16 GB PCIe 3.0 (900-2H400-0000-000)		False	https://www.amazon.it/NVIDIA-Tesla-P100-16-GB-3-0-passivo-acceleratore/dp/B0792FXS2S/ref=sr_1_74?keywords=gpu&qid=1699106764&sr=8-74	4,0	1
ASUS Dual GeForce RTX 2060 EVO Scheda Grafica, 12GB GDDR6, PCIe 3.0, HDMI 2.0b, DisplayPort 1.4, DVI, Due Ventole Axial-Tech, Tecnologia 0dB, Auto Extreme, PSU Consigliata 500W, GPU Tweak II		False	https://www.amazon.it/ASUS-DisplayPort-Axial-Tech-Tecnologia-Consigliata/dp/B09N9B63R6/ref=sr_1_75?keywords=gpu&qid=1699106764&sr=8-75	4,5	131
NZXT KRAKEN G12 - GPU Mounting Kit for Kraken X Series AIO - Enhanced GPU Cooling - AMD and NVIDIA GPU Compatibility - Active Cooling for VRM - White, RL-KRG12-W1	29,90	False	https://www.amazon.it/NZXT-rl-kss800-krg12-W1-ventola-per-PC-bianco/dp/B06XXW1P96/ref=sr_1_76?keywords=gpu&qid=1699106764&sr=8-76	4,3	1.399
EZDIY-FAB GPU Holder Brace Supporto Della Scheda Grafica GPU Supporto Della Scheda Video con 5V 3 pin ARGB LED,Video Card Sag Holder/Holster Bracket Support RX6700,RTX3090-309EZ-Nero	19,99	False	https://www.amazon.it/EZDIY-FAB-Supporto-Grafica-Holster-RTX3090-309EZ-Nero/dp/B0946MYTH7/ref=sr_1_77?keywords=gpu&qid=1699106764&sr=8-77	4,2	99
AsiaHorse Ventola per PC per GPU,Ventola per scheda grafica per computer PWM da 80 mm con supporto per scheda grafica,ventola GPU ARGB fino a 1800 RPM,dispositivo di raffreddamento GPU, Bianco	27,99	False	https://www.amazon.it/AsiaHorse-Supporto-grafica-supporto-installare/dp/B0B4K8Y6N3/ref=sr_1_78?keywords=gpu&qid=1699106764&sr=8-78	4,0	87
MSI GeForce RTX 4060 Ti GAMING X 16G Scheda Grafica - 16GB GDDR6 (18Gbps/128-bit), PCI Express Gen 4 x16, DisplayPort x 3 (v1.4a), HDMI™ 2.1a - TWIN FROZR 9, TORX Fan 5.0, RGB	563,00	False	https://www.amazon.it/MSI-GeForce-GAMING-Scheda-Grafica/dp/B0CBK6Z8SV/ref=sr_1_79?keywords=gpu&qid=1699106764&sr=8-79	4,5	62
RAGE Supporto in Alluminio per Scheda Grafica, Supporto per GPU Scheda Video, Graphics Card Holder, Design Adattabile	6,76	False	https://www.amazon.it/Supporto-Alluminio-Grafica-Graphics-Adattabile/dp/B0BXDH6B38/ref=sr_1_80?keywords=gpu&qid=1699106764&sr=8-80	4,7	40
1 Pezzi Supporto Scheda Grafica, Scheda Video e GPU/Custodia per Fondina, Alluminio aerospaziale anodizzato	8,59	False	https://www.amazon.it/Supporto-Custodia-Alluminio-aerospaziale-anodizzato/dp/B0BG8CMYXL/ref=sr_1_85?keywords=gpu&qid=1699106764&sr=8-85	4,4	92
MSI GeForce RTX 4090 SUPRIM X 24G Scheda Video Gaming 24GB GDDR6X, 2625 MHz, PCI Express Gen 4, 384-bit, 3x DP v 1.4a, HDMI 2.1a (Supporta 4K & 8K HDR)	2.096,84	False	https://www.amazon.it/MSI-GeForce-RTX-4090-SUPRIM/dp/B09YCBDG6X/ref=sr_1_86?keywords=gpu&qid=1699106764&sr=8-86	4,5	185
ASUS DUAL AMD Radeon RX 6700XT OC Edition Scheda Grafica, AMD RDNA 2, PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Ventole Axial Tech, Doppi Cuscinetti a Sfera, GPU Tweak II, Nero	377,90	False	https://www.amazon.it/ASUS-Grafica-DisplayPort-Cuscinetti-Tecnologia/dp/B09DVMC4BV/ref=sr_1_87?keywords=gpu&qid=1699106764&sr=8-87	4,4	74
Sapphire Technology PULSE AMD Radeon RX 6600 Scheda video da gaming, 8GB	221,00	False	https://www.amazon.it/SAPPHIRE-Scheda-gaming-Radeon-Triplo/dp/B09G3F8PM7/ref=sr_1_88?keywords=gpu&qid=1699106764&sr=8-88	4,6	615
Asus ROG Strix NVIDIA GeForce RTX 3090 OC Edition Scheda Grafica, 24GB GDDR6X 384-bit 19.5 Gbps PCIE 4.0, GPU NVIDIA Ampere, ROG-STRIX-RTX3090-O24G-GAMING	2.130,24	False	https://www.amazon.it/ASUS-GeForce-Grafica-384-bit-ROG-STRIX-RTX3090-O24G-GAMING/dp/B08HN51T8Q/ref=sr_1_89?keywords=gpu&qid=1699106764&sr=8-89	4,5	314
ELUTENG Scheda PCIE Riser da 1x a 16x 8 Condensatori Indipendenti Pci-e Riser Card (Dual-6pin/MOLEX) Scheda Riser GPU con Cavo USB 3.0 da 60 cm per Ethereum Mining (3 Pezzi)	23,99	False	https://www.amazon.it/ELUTENG-Condensatori-Indipendenti-Dual-6pin-Ethereum/dp/B09J2BTJZD/ref=sr_1_90?keywords=gpu&qid=1699106764&sr=8-90	4,5	113
EZDIY-FAB Cavo di Alimentazione Della GPU,Connettore PCIe 5.0 da 16Pin (12+4) 12VHPWR Maschio a 3X PCIE 8 PIN per RTX 4070Ti/4080/3090Ti,con Pettini per Cavi Preinstallati-16AWG/Bianco Puro	19,99	False	https://www.amazon.it/EZDIY-FAB-Alimentazione-Connettore-12VHPWR-Preinstallati-16AWG/dp/B0BXNN3PYB/ref=sr_1_91?keywords=gpu&qid=1699106764&sr=8-91	4,0	22
ASUS Phoenix GeForce RTX 3060 V2 Scheda Grafica, 12 GB GDDR6, PCIe 4.0, 1 HDMI 2.1, 3 DisplayPort 1.4a, Due Ventole Axial-Tech, PSU Consigliata 650W, Supporta Fino a 4 Monitor, GPU Tweak II	352,15	True	https://www.amazon.it/ASUS-DisplayPort-Axial-Tech-Consigliata-Supporta/dp/B0974XXKC1/ref=sr_1_92?keywords=gpu&qid=1699106764&sr=8-92	4,5	186
ASUS TUF Gaming NVIDIA GeForce RTX 4090 OC Edition Scheda Grafica, 24 GB GDDR6X 384-bit 21 Gbps PCIE 4.0, GPU Tweak III, TUF-RTX4090-O24G-OG-GAMING	2.119,00	False	https://www.amazon.it/ASUS-GeForce-Grafica-384-bit-TUF-RTX4090-O24G-OG-GAMING/dp/B0C697QN56/ref=sr_1_93?keywords=gpu&qid=1699106764&sr=8-93	5,0	6
Supporto Scheda Grafica GPU Supporto: Supporto Scheda Grafica, Supporto GPU, Supporto in Lega Di Alluminio, Supporto per Scheda Grafica Resistente, Regolabile in Altezza	12,59	False	https://www.amazon.it/Supporto-Grafica-Alluminio-Resistente-Regolabile/dp/B0BMZ5HV2K/ref=sr_1_94?keywords=gpu&qid=1699106764&sr=8-94	4,9	29
novonest Staffa per scheda grafica Supporto per supporto GPU, supporto per scheda video, alluminio aerospaziale anodizzato nero, GL05	7,58	False	https://www.amazon.it/novonest-Supporto-alluminio-aerospaziale-anodizzato/dp/B09QPCGTR8/ref=sr_1_95?keywords=gpu&qid=1699106764&sr=8-95	3,6	10
Evga Geforce Rtx 2060 Sc Gaming, 6Gb Gddr6, Ventilatore Hdb , 06G-P4-2062-Kr, Nero, ‎18.98 x 4.45 x 11.12 cm, 880 grammi		False	https://www.amazon.it/EVGA-GeForce-GAMING-ventilatore-06G-P4-2062-KR/dp/B07MVNPKWN/ref=sr_1_96?keywords=gpu&qid=1699106764&sr=8-96	4,6	672
New NVIDIA Tesla M40 GPU 12 GB 384 bit GDDR5 PCI Express 3.0 x16 3072 CUDA	5.998,00	False	https://www.amazon.it/M40-GPU-384-bit-GDDR5-PCI-Express-3-0-x16-3072-CUDA/dp/B07H4VDQCD/ref=sr_1_97?keywords=gpu&qid=1699106764&sr=8-97		
upHere Supporto per GPU per scheda grafica Supporto per supporto scheda video Supporto sag/custodia per fondina, alluminio aerospaziale anodizzato, schede a slot singolo o doppio (nero), GL05	9,58	False	https://www.amazon.it/Novonest-supporti-Supporto-alluminio-anodizzato/dp/B076H12KQL/ref=sr_1_98?keywords=gpu&qid=1699106764&sr=8-98	4,2	739
EZDIY-FAB Staffa Porta Scheda Grafica Verticale con LED ARGB 5V 3 Pin,Montaggio GPU,Kit Supporto Scheda Video VGA con Cavo Riser PCIE3.0-Nero	38,99	True	https://www.amazon.it/EZDIY-FAB-Verticale-Montaggio-GPU-PCIE3-0-Nero/dp/B08R9PDBTD/ref=sr_1_99?keywords=gpu&qid=1699106764&sr=8-99	3,9	720
EZDIY-FAB Personalizzato PSU Estensione Cavo di Prolunga Manicotto MOD GPU PC Alimentatore per PC in Nylon Morbido Intrecciato con Kit Pettine 24PIN/8PIN a 6+2Pin/ 8PIN a 4+4PIN-300MM Bianco	25,99	False	https://www.amazon.it/EZDIY-FAB-IT2-WS-18AWG-300/dp/B082XNT8N1/ref=sr_1_100?keywords=gpu&qid=1699106764&sr=8-100	4,7	530
MSI MPG GUNGNIR 300R AIRFLOW WHITE Mid-Tower PC Case - E-ATX, 4 ventole ARGB da 120mm con controller Hub, supporto verticale per GPU e supporto, filtri antipolvere, gestione cavi, USB Type-C (20Gbps)	189,00	True	https://www.amazon.it/MSI-GUNGNIR-AIRFLOW-WHITE-Mid-Tower/dp/B0C9YN4CFB/ref=sr_1_101?keywords=gpu&qid=1699106764&sr=8-101	4,7	1.736
Asus DUAL AMD Radeon RX 6700 XT Scheda Grafica, AMD RDNA 2, PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Ventole Axial Tech e Doppi Cuscinetti a Sfera, Tecnologia 0dB, GPU Tweak II, Nero	407,89	True	https://www.amazon.it/Asus-Grafica-DisplayPort-Cuscinetti-Tecnologia/dp/B08CS6Z8R9/ref=sr_1_102?keywords=gpu&qid=1699106764&sr=8-102	4,5	265
ASUS Dual AMD Radeon RX 6650 XT V2 OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 17,5 Gbps PCIE 4.0, GPU Tweak III, DUAL-RX6650XT-O8G	394,57	False	https://www.amazon.it/ASUS-Radeon-Grafica-128-bit-DUAL-RX6650XT-O8G/dp/B0BW4CLKRW/ref=sr_1_103?keywords=gpu&qid=1699106764&sr=8-103	4,0	12
ASUS Scheda grafica AMD Radeon RX 7900 XTX 24 GB GDDR6 Gaming (architettura AMD RDNA 3, PCIe 4.0, memoria GDDR6 da 24 GB, 1 HDMI 2.1, 2 DisplayPort 2.1, GPU Tweak III, RX7900XTX-24G)		False	https://www.amazon.it/ASUS-grafica-architettura-DisplayPort-RX7900XTX-24G/dp/B0BPY1LKFX/ref=sr_1_104?keywords=gpu&qid=1699106764&sr=8-104	5,0	4
HP AMD FirePro 2270 NVIDIA QUADRO RTX5000 16GB CTLR	1.719,00	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9hdGZfbmV4dDoyMDE0MTQyNjY0NTQ5ODo6MDo6&url=%2FHP-NVIDIA-Quadro-5000-16GB%2Fdp%2FB07PJSNX3F%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	4,7	2
Ocnvlia HD6770 PCIE X16 PCI-E 2.0 Scheda Grafica Discreta GPU 1GB GDDR5 Scheda Video VGA DVI Un 128 Bit per AMD Radeon HD6770	110,21	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9hdGZfbmV4dDozMDAwMTk3MjkyNTg3MzI6OjA6Og&url=%2FOcnvlia-HD6770-PCIE-X16-PCI%2Fdp%2FB0B7VPFWDZ%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	3,0	3
PCIE Riser Card 8 condensatori, GPU Extender Riser Card per Bitcoin Litecoin ETH Ethereum Mining, con cavo di prolunga USB 3.0 da 60 cm e cavo di alimentazione SATA 6PIN (V009s-PLUS, 2 pezzi)	18,99	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9hdGZfbmV4dDoyMDAzMDIwMTUxNzE5ODo6MDo6&url=%2Fcondensatori-Extender-Litecoin-alimentazione-V009s-PLUS%2Fdp%2FB09M38G7Z5%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	4,3	119
Pvczool Scheda grafica GT210 1GB DDR2 64 bit PCIE 2.0 GPU Scheda Video Desktop DVI VGA Compatibile	39,94	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9hdGZfbmV4dDozMDAwMjIyNjkxODE3MzI6OjA6Og&url=%2FPvczool-Scheda-grafica-Desktop-Compatibile%2Fdp%2FB0BQHZ59XM%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1		
EKWB Kit di disconnessione rapida GPU EK-Pro	135,30	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9tdGY6MjAxMjQzNDkzMjIwOTg6OjA6Og&url=%2FEKWB-EK-Pro-Kit-disconnessione-rapida%2Fdp%2FB0855BBLPM%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	5,0	3
CINNANI Supporto scheda grafica, Staffa per GPU 50-80MM, Staffa di Supporto in lega di alluminio e magnesio Nero, Supporto Scheda Video, GPU Stütze Bracke	14,88	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9tdGY6MzAwMDgwMDI1MTQxNjMyOjowOjo&url=%2FCINNANI-Supporto-grafica-alluminio-magnesio%2Fdp%2FB0CC2RP2RC%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,7	21
Bewinner Scheda Grafica di Gioco, Scheda Grafica DDR3 a 64 Bit da 1 GB, Scheda Video 589 MHz 1000 MHz 2560x1600, HDMI DVI VGA PCI Express 2.0, Scheda Grafica per Computer per L'editing	62,89	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9tdGY6MjAxMTk4OTAxNDMxOTg6OjA6Og&url=%2FBewinner-Grafica-2560x1600-Computer-Lediting%2Fdp%2FB0BRMWGXY1%2Fref%3Dsr_1_83_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-83-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,6	5
EKWB Piastra posteriore attiva della GPU di Strix RTX 3080/3090 di EK-Quantum, acetale	169,99	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9tdGY6MjAxMjQzNDkzMjAwOTg6OjA6Og&url=%2FEKWB-EK-Quantum-Vector-Active-Acetale%2Fdp%2FB09C552511%2Fref%3Dsr_1_84_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-84-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,8	9
upHere Nero Supporto GPU Scheda Grafica,360 gradi di regolazione Supporto GPU in Alluminio,impedisce la Scheda Grafica Sag Holder, Supporta tutte le Schede Grafiche,GH05K	13,99	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9idGY6MjAxNjAxNDY1MzQ5OTg6OjA6Og&url=%2FupHere-Supporto-regolazione-Alluminio-impedisce%2Fdp%2FB0C27ZFWFM%2Fref%3Dsr_1_105_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-105-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	4,5	706
Mini PC ARM, Khadas Edge2 RK3588S 16+64G con CPU a 8 core a 64 bit, GPU ARM Mali-G610 MP4, 6 TOPS AI NPU, Wi-Fi 6, Bluetooth 5.0, display e decoder 8K, pagine 4K e 4 displays separati	274,99	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4NDE5ODU5MTY1MDc2NzI6MTY5OTEwNjc2NDpzcF9idGY6MzAwMDgzNjQ1NDU2NDMyOjowOjo&url=%2FRK3588S-Mali-G610-Bluetooth-displays-separati%2Fdp%2FB0BFWXD9BK%2Fref%3Dsr_1_106_sspa%3Fkeywords%3Dgpu%26qid%3D1699106764%26sr%3D8-106-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	5,0	1
